Days,pHT,AlkalinityT,BiogasT,TS_T,pHM,AlkalinityM,BiogasM,TS_M,,Level_T,Trend_T,Prediction_T,[e]_T,[e^2]_T,Forecast_T,,Level_M,Trend_M,Prediction_M,[e]_M,[e^2]_M,Forecast_M
13,6.33,4750,0.58,47.96257,6.53,4470,5.68,50.4066,,47.9625720362453,-1.45190145446823,44.5031978534778,1.45189941822297,2.1080119206362,46.6968046958973,,50.406601392969,-1.11425803188771,49.457599756689,1.11425663891871,1.24156785737442,50.3229798084365
14,6.72,5000,4.15,49.8698177448433,6.53,4900,2.03,45.2716297786723,,47.1825000143903,-1.3847185112069,44.3870172900176,4.07203624165992,16.5814791533918,44.5031978534778,,48.4882006445995,-1.19467230353589,46.9149128445133,-2.0218985623913,4.08807379660001,49.457599756689
15,6.11,4930,0,49.581839904421,5.76,4820,0,45.5265241488513,,46.5545931834309,-1.30903734318215,44.4903779330728,4.33628406417223,18.8033594851941,44.3870172900176,,46.9401275026211,-1.23001238738014,45.1515508524166,-0.183590966389701,0.033705642939905,46.9149128445133
16,5.92,3740,0.475,71.9353567205352,5.63,4870,0.475,66.8902920284133,,50.5835160163061,-0.775241325576418,49.3582844960305,22.1270820298056,489.607759153744,44.4903779330728,,49.9461504978755,-0.806408849116693,48.86362445316,17.7505503796545,315.082038780653,45.1515508524166
17,5.92,4030,0.385,72.2137983320697,5.64,4510,0.385,65.4510556621883,,54.2893794189977,-0.327130852749617,54.9039318847941,18.2515497658217,333.119068854265,49.3582844960305,,52.4020044514447,-0.480182568848102,51.2091514226146,13.5292337795917,183.040166662845,48.86362445316
18,6.12,4590,0.42,73.8530399104813,5.96,4320,0.96,66.5646518745216,,57.9404068350947,0.070684974135049,56.7780719246304,15.8419481012516,250.967319642748,54.9039318847941,,54.8503878809816,-0.187325969009602,54.5460894913508,11.9015899625496,141.647843636662,51.2091514226146
19,6.29,3920,0.49,71.4689798227416,6.43,4120,2.14,65.1491365777082,,60.7026694119321,0.339842734405287,61.9105854999605,10.4264676764042,108.711228207101,56.7780719246304,,56.7602768451192,0.022395524305124,56.8657579590453,8.36646420828384,69.9977233484946,54.5460894913508
20,6.49,3100,0.56,68.6619718309857,6.47,4400,5.6,61.6317746037966,,62.5664040832671,0.492231928098253,61.7918483473888,5.60333581962038,31.3973723074408,61.9105854999605,,57.7524928162988,0.119377568992569,59.3674810428363,3.75990421850522,14.1368797323333,56.8657579590453
21,6.63,3170,4.35,63.05864,6.53,5000,2.53,57.8718703852914,,63.0586368090923,0.492232007870947,64.6675035274285,-0.492228816963213,0.242289208249004,61.7918483473888,,57.8718703852914,0.119377568992569,58.6458897665223,-0.119377568992576,0.014251003978577,59.3674810428363
22,6.02,2780,0,63.55087,5.94,3070,0,57.991247954284,,63.5508690535706,0.492232031531683,64.2656762179005,-0.492231085102247,0.242291441140936,64.6675035274285,,57.991247954284,0.11937756899257,56.2398850885752,-0.119377568992576,0.014251003978577,58.6458897665223
23,6.22,3590,0.57,63.9421196714897,5.79,3620,0.57,55.4687499999997,,64.0229048023797,0.490212403259432,65.1668501374078,-0.570997534149477,0.326038184004783,64.2656762179005,,57.5822504186212,0.066540058527034,58.316972142952,-2.1800404771485,4.75257648200587,56.2398850885752
24,6.17,4140,0.36,63.0736184338998,5.89,3600,0.36,57.7786453250048,,64.2252174512913,0.461422427824646,65.4183972733861,-1.61302144521616,2.60183818272721,65.1668501374078,,57.6747614467195,0.069137155484166,57.4343890049325,0.03474672280111,0.001207334745417,58.316972142952
25,6.32,3950,0.29,61.5656963021247,6.56,3920,1.99,58.5717065576964,,64.0624511637177,0.399003556284821,62.7462493654069,-2.89575841787784,8.38541681471035,65.4183972733861,,57.9094601933022,0.085693314594021,58.6822587766351,0.576553049800147,0.33241341923385,57.4343890049325
26,6.39,4730,0.33,56.2095838169456,6.88,4020,0.69,54.1910331384014,,62.8110805393912,0.233966138223683,61.7743487893456,-6.83546286066923,46.7235525195884,62.7462493654069,,57.2343294339973,0.009610907204124,58.5884530603112,-3.05290720280001,9.32024238890817,58.6822587766351
27,6.41,3470,0.74,56.1996462959314,6.54,4500,0.74,52.6936689,,61.6759666012782,0.097058130590015,62.3796698181175,-5.57337843593677,31.062547190165,61.7743487893456,,56.3338860529611,-0.081394521619904,55.3650944555843,-3.55882263134123,12.6652185213465,58.5884530603112
28,6.02,4970,4.36,57.4397177024112,6.59,4620,5.52,51.5139598898925,,60.9063633259768,0.010391990000876,61.1866987331802,-3.47703761356645,12.0897905661559,62.3796698181175,,55.3047852030515,-0.176165154448879,54.4663495191741,-3.61466015871011,13.0657680629662,55.3650944555843
29,5.99,5450,0,60.91676,5.92,5500,0,55.1286200486026,,60.9167562527821,0.010392083681323,60.6722482272607,-0.01038833646345,0.000107917534478,61.1866987331802,,55.1286200486026,-0.176165154448879,55.5770822726337,0.176165154448881,0.031034161641998,54.4663495191741
30,6.18,3290,1.13,53.5853468433357,6.44,5000,4.28,50.3837827199371,,59.4587880378379,-0.136443946181232,58.3394714587608,-5.73699724832097,32.9131374272424,60.6722482272607,,54.0387204593104,-0.267538597933211,53.7301248050574,-3.38739914144009,11.4744729434291,55.5770822726337
31,6.46,3320,3.2,53.3901745838404,6.56,4750,3.87,49.9494438827098,,58.1359101900934,-0.255087336337557,58.577609265332,-4.49064826991545,20.1659218840947,58.3394714587608,,53.0068342656437,-0.343973357506559,52.4142734116277,-2.71341702542736,7.36263195387907,53.7301248050574
32,6.52,4270,0.56,60.4651162790696,6,4090,1.41,52.1961788457752,,58.3976815388186,-0.203401467831283,58.4258113333301,2.27083620808228,5.15669708393751,58.577609265332,,52.5695244956648,-0.353306998753797,52.6907070630723,-0.020038651135778,0.000401547539341,52.4142734116277
33,6.6,3890,0.64,61.8300153139358,6.76,4400,1.97,57.0975416336248,,58.921427119577,-0.130686762972313,58.4055521682129,3.03927495733109,9.23719226625993,58.4258113333301,,53.1924823242538,-0.25568051601952,53.6625341159289,4.16073982539057,17.3117558945912,52.6907070630723
34,6.79,4390,0.47,58.79074,6.98,4900,2.03,52.9368018082342,,58.7907402852838,-0.130686770104407,56.4885913182971,0.130686484820636,0.017078957314774,58.4055521682129,,52.9368018082342,-0.25568051601952,50.3852271385294,0.255680516019517,0.065372526272006,53.6625341159289
35,7,4520,0.69,58.66005,7.12,4510,1.83,52.6811212922147,,58.6600528121435,-0.130686840407993,57.9347965753603,0.130684028264497,0.017078315243436,56.4885913182971,,52.6811212922147,-0.25568051601952,51.5715161184293,0.255680516019517,0.065372526272006,50.3852271385294
36,5.98,5350,0,58.52937,6.1,4100,0,52.4254407761952,,58.5293667773884,-0.130686759842703,58.4404873138516,0.1306899824543,0.017079871513905,57.9347965753603,,52.4254407761952,-0.255680516019519,51.3634905074682,0.25568051601951,0.065372526272003,51.5715161184293
37,6.1,5125,0.3,58.39868,6.46,3825,0.5,52.1697602601757,,58.3986800140366,-0.130686760193617,59.0898614943822,0.130686746157053,0.017079025621118,58.4404873138516,,52.1697602601757,-0.255680516019518,53.3442585839808,0.25568051601951,0.065372526272003,51.3634905074682
38,6.23,4400,3.2,58.26799,6.73,3550,5.1,51.9140797441562,,58.2679926030744,-0.130686825270475,57.7361345938765,0.130684222196109,0.017078365931002,59.0898614943822,,51.9140797441562,-0.255680516019517,49.5628687833781,0.25568051601951,0.065372526272003,53.3442585839808
39,6.43,5125,0.32,58.13731,6.92,4475,1.62,51.6583992281367,,58.1373066222431,-0.130686740826552,59.0264711302399,0.130690118583438,0.017079907095353,57.7361345938765,,51.6583992281367,-0.255680516019516,49.8449372472428,0.25568051601951,0.065372526272003,49.5628687833781
40,6.68,3425,1.24,58.00662,6.98,5250,1.78,51.4027187121172,,58.0066199051332,-0.130686738454884,56.34862533126,0.130686833321633,0.017079048403636,59.0264711302399,,51.4027187121172,-0.255680516019516,50.261081037208,0.25568051601951,0.065372526272003,49.8449372472428
41,6.8,3275,0.6,57.87593,7.06,4225,1.48,51.1470381960976,,57.8759325333427,-0.130686801788451,58.2942327606734,0.130684268445748,0.0170783780192,56.34862533126,,51.1470381960977,-0.255680516019515,49.236424733607,0.25568051601951,0.065372526272003,50.261081037208
42,6.75,3275,0.64,57.74525,7.2,4850,1.92,50.8913576800781,,57.7452465852434,-0.130686716419535,58.0625592248441,0.130690131176131,0.017079910386834,58.2942327606734,,50.8913576800781,-0.255680516019514,49.5222661228005,0.25568051601951,0.065372526272003,49.236424733607
